	Bandpower Delta	Bandpower Theta	Bandpower Alpha	Bandpower Beta	Bandpower Gamma	Error Delta	Error Theta	Error Alpha	Error Beta	Error Gamma	std_dev	autocorr	type
62	0.17813929019465014	0.3567641940836065	0.06879527336004208	0.3661527255068593	0.030148516854841968	-2.3603	8.0061	1.4795	9.4642	0.3265	496.0397610059138	21207975.048283778	abnormal
63	0.501468393433152	0.17240383226614026	0.10259496413268498	0.20639352944008474	0.017139280727937987	0.4124	1.6756	3.0004	3.2912	-0.7802	758.3899069730005	73245691.22176594	abnormal
64	0.070282599451038	0.38187652220976537	0.2140565198902076	0.29740596126338575	0.03637839718560328	-4.0876	9.6255	9.7805	9.0287	0.9136	132.87639261553466	2135342.751080188	abnormal
65	0.32986149998133424	0.1807593235524695	0.17766080561466382	0.28554896031657145	0.026169410534960986	-0.4576	3.687	8.3722	8.5417	0.2179	169.11244954164246	3089445.4748068633	abnormal
66	0.10629407155915382	0.3247770771928516	0.2470245867999851	0.2976159385143454	0.024288325933664145	-2.9353	8.203	13.5789	9.2089	-0.0442	84.86494873022852	552054.4623586446	abnormal
67	0.3647466508895745	0.24088239022947217	0.18611334150361325	0.19566411697586952	0.01259350040147065	-0.5025	4.7118	7.2289	3.8705	-1.0211	125.63606983502508	1816122.6186488003	abnormal
68	0.8713518953371352	0.037571284803757134	0.02549480040254948	0.05769875880576988	0.007883260650788327	-2.1148	-2.6784	-1.747	-1.4132	-1.8093	814.7842281782039	159532246.17363858	abnormal
69	0.19068558864681193	0.6268239056566061	0.0874142181357852	0.08688120461056699	0.008195082950229863	-3.2563	9.9975	0.824	-0.382	-1.5472	586.0318151792609	54965842.49087168	abnormal
70	0.04474950971652702	0.4445088251025138	0.2503565697985381	0.2501337136744518	0.010251381707969336	-4.3587	9.7063	11.4906	6.0037	-1.4027	639.125411629068	33843808.250054695	abnormal
71	0.11058777734527052	0.2573374854028805	0.07847411444141689	0.488867263526664	0.064733359283768	-3.3862	6.0163	2.65	13.1671	4.1399	253.0529763060438	5374461.834093025	abnormal
72	0.045319620385467614	0.38534219658012453	0.16798361135498974	0.33483841297713113	0.06651615870228687	-4.3735	10.5673	6.8386	9.3466	2.8889	130.93342271103563	2075570.1964636433	abnormal
73	0.11542164807831179	0.3611490010430875	0.22374227714033534	0.27096204766107673	0.02872502607718847	-3.3916	8.5097	10.3403	6.8593	0.4629	83.0614586781704	649308.02453521	abnormal
74	0.27130289938056323	0.48331684972151373	0.17547238561240955	0.06038207277080839	0.009525792514705117	-1.6851	8.8662	4.5945	-0.3389	-1.4025	47.08155711995727	1951931.0788819909	abnormal
75	0.6576451135671395	0.2638586720041772	0.051866678269950395	0.024018797319641457	0.002610738839091463	-0.5711	0.9543	-0.8711	-1.5686	-1.8447	97.70630200614426	3002372.675760892	abnormal
76	0.07888399900357053	0.3181516233496637	0.09428713775637299	0.44058789338204757	0.0680893465083451	-4.049	6.7395	2.6954	12.0649	5.2705	212.48073950287613	4835298.202653854	abnormal
77	0.46055106783224525	0.373685957729335	0.10285492973331858	0.05394489321677548	0.008963151488325771	0.0304	5.877	1.6916	-0.6104	-1.4735	105.80261152945361	1268108.9857642946	abnormal
78	0.6818402609118036	0.24876830199153427	0.04107973076122407	0.025744223162861707	0.0025674831725765045	0.3082	1.63	-0.8343	-1.453	-1.8335	128.79510938607248	3780351.002584663	abnormal
79	0.08250117022936496	0.30940864409424246	0.1258386643782181	0.41055546887189887	0.07169605242627554	-3.9444	7.9006	4.7936	9.7227	6.065	288.6831982848215	6584366.197041769	abnormal
80	0.3516533786433146	0.5164684354986275	0.09573911906940268	0.03012678081296562	0.006012285975689451	-1.3264	7.3648	0.8168	-1.321	-1.6672	64.97448332239989	652187.7562998828	abnormal
81	0.517508911721535	0.3967288739777732	0.06049486265464459	0.02369469490459216	0.001572656741455232	-0.6614	2.1675	-0.8445	-1.6651	-1.9072	142.46574148156034	4415277.37884513	abnormal
82	0.0313723128801108	0.6788101403022823	0.13379900042150902	0.13650870115011743	0.019509845245980612	-4.8286	12.1251	2.7822	1.0238	-0.7674	364.55302470685723	15812768.866446508	abnormal
83	0.09595997592536865	0.33031146554318386	0.10416039723141739	0.405732771591935	0.06383538970809509	-3.5468	9.8235	4.0362	14.5654	3.6281	235.94358347209482	4754331.984169602	abnormal
84	0.24530938123752494	0.26622754491017964	0.17720558882235526	0.2743712574850299	0.03688622754491017	-1.1492	6.4303	8.2901	7.509	1.0241	422.10067688463766	19617311.219299126	abnormal
85	0.3492044691855186	0.16909471356942637	0.16230407832918792	0.2674799636779976	0.051916775237869646	0.03	2.6072	8.0815	8.261	2.3934	352.8633249311904	15075373.954475967	abnormal
86	0.10274507142614775	0.2715211563910285	0.13996810423806455	0.42448508703471205	0.06128058091004717	-3.3796	7.5904	6.6624	16.0471	3.7344	83.07179025887768	1796071.1658541546	abnormal
87	0.21000592504814103	0.19511924159383795	0.26625685083691303	0.3000296252407051	0.028588357280402904	-1.5859	4.4855	13.3319	8.638	0.4666	143.39247459976988	3774374.4860815867	abnormal
88	0.3371789019380006	0.13400008299788357	0.22276631945885383	0.2807403411213014	0.02531435448396066	-0.5149	1.2615	11.1652	7.3156	0.1667	119.45347503018475	2420566.7424797234	abnormal
89	0.056696950277076184	0.2823915256154107	0.33705281411392163	0.30320051268518866	0.020658197308402758	-4.2772	6.8386	17.4332	8.8649	-0.4218	62.83728654069424	305306.50515465805	abnormal
90	0.21067488925562403	0.2539737687831147	0.25375662294797185	0.2691305480760879	0.012464170937201422	-1.3807	5.4417	10.5057	6.0995	-1.1422	114.5483509345391	1548651.0620687772	abnormal
91	0.2574143170365812	0.2196022617994384	0.27018502134861716	0.23675808747163138	0.01604031234373197	-1.1492	4.6528	13.2207	6.059	-0.3127	101.43835183154924	1052161.9213905572	abnormal
92	0.8210500963391137	0.09055876685934491	0.04792870905587669	0.03757225433526012	0.002890173410404624	-2.8528	-2.5039	-1.6075	-1.7045	-1.9293	337.96423376679536	57687552.94957505	abnormal
93	0.8344795430702879	0.0664413101760112	0.05000582818510316	0.04627578971908148	0.0027975288495162604	-1.2208	-2.2275	-1.1318	-1.3923	-1.8934	377.38773777647856	20774570.177033376	abnormal
94	0.08068206345780272	0.40608676883229006	0.2480034534858623	0.24761493632635442	0.017612777897690484	-3.9994	9.5647	11.4634	5.8953	-0.8409	493.92486523568095	26318240.386603728	abnormal
95	0.043352026408940855	0.3247027005528378	0.2846517917511832	0.31646979278526827	0.030823688501769878	-4.2284	8.3771	14.3826	9.9419	0.0542	646.7632628818116	39359010.440549724	abnormal
96	0.0425811884836044	0.6085583451760619	0.17016685088688877	0.15437654613400706	0.024317069319437865	-4.5735	11.3478	5.2652	2.6829	-0.6756	471.24879413028054	24881578.37406761	abnormal
97	0.5629852241422488	0.07262709742048584	0.055972952667167536	0.11945905334335084	0.1889556724267468	-2.3885	-2.1524	-1.082	-0.4069	7.0963	11.459333770216219	435946.905396849	abnormal
98	0.6190632433762613	0.04240833401689772	0.041588056763185964	0.09785907636781234	0.19908128947584286	-1.1343	-2.2713	-0.9213	0.3331	12.1397	23.98866705552641	366742.1679302822	abnormal
99	0.731610337972167	0.042743538767395624	0.031212723658051687	0.06699801192842943	0.12743538767395626	-2.7253	-2.6769	-1.7134	-1.3498	1.8974	21.95199472818642	304265.1694934231	abnormal
100	0.3705708437571071	0.08191949056174665	0.08542187855355923	0.1434614509893109	0.31862633613827607	-0.687	-0.4662	2.0548	3.7372	39.141	22.061491517500446	236684.65832618403	abnormal
101	0.06660704399301563	0.40539159320301515	0.22720497423448743	0.2815893701290405	0.019207018440441207	-4.1807	10.5566	9.7463	6.8574	-0.6937	484.9786642028784	23818119.62767676	abnormal
102	0.5309133489461358	0.20078064012490243	0.1672911787665886	0.09562841530054646	0.005386416861826698	-1.0956	0.7091	2.2892	-0.3476	-1.7397	867.0168642924915	116884987.09373072	abnormal
103	0.03530689842476915	0.3709164274074649	0.23104679134011022	0.3280437650345309	0.03468611779312485	-4.502	10.435	10.9247	10.6503	0.5027	604.6014662405488	33538880.163441375	abnormal
104	0.32243473130439054	0.28049559958700027	0.25247062294114747	0.13742071881606763	0.007178327351393872	-1.0512	5.0951	8.3869	1.6109	-1.5187	826.2054759659297	77748805.23205952	abnormal
105	0.05887342214239384	0.5561043755924762	0.1562640323304894	0.20086813351294716	0.027890036421693357	-4.3593	12.2239	4.4551	3.9069	-0.3352	428.2704176321871	18899994.318734504	abnormal
106	0.8865662465416538	0.03673532124193053	0.02843529050107593	0.04411312634491239	0.004150015370427298	-1.8595	-2.6357	-1.6518	-1.5078	-1.8739	740.7918485766083	104395666.77243493	abnormal
107	0.7693488550594857	0.1633619035435589	0.0455417679416656	0.019188947166432133	0.0025585262888576177	-1.5818	-1.3968	-1.3665	-1.7088	-1.8908	82.76540049596247	2356290.1824881723	abnormal
108	0.15973453338788127	0.4783399245420247	0.18505386608482205	0.16032546933951544	0.016546206645756626	-2.6807	10.1568	7.2875	2.6538	-0.7366	253.46163495590235	6760973.659053232	abnormal
109	0.7328397212543554	0.12212543554006966	0.06080139372822299	0.07682926829268291	0.007404181184668989	-0.4542	-1.0966	-0.6076	-0.8741	-1.6386	572.7059306748591	86819104.46986859	abnormal
110	0.8631370430397984	0.07959661444264364	0.03349540788762831	0.02052944354403026	0.003241491085899514	-2.1822	-2.3938	-1.6733	-1.758	-1.901	136.7713906600977	7119357.849565725	abnormal
111	0.23221806824097302	0.4641995172968625	0.19885476314419576	0.09895414320193083	0.005773508116038049	-1.9508	9.8344	7.4567	0.6501	-1.5636	343.2082164975189	10875053.537120825	abnormal
112	0.5726862041005445	0.23265377041584617	0.10286111432873857	0.07957836209892274	0.012220549055948108	0.5208	2.3937	1.4034	-0.0098	-1.1182	367.0122136616367	21134419.98803187	abnormal
113	0.6348479063255695	0.19021254931907852	0.08667430316914851	0.08056510118365787	0.0077001400025455	0.3363	0.9162	0.6998	-0.2016	-1.5433	38.90688239829224	1530650.9337268947	abnormal
114	0.09081654294803819	0.44950159066808065	0.15592788971367974	0.27389183457051963	0.029862142099681868	-3.7148	10.3213	6.4643	6.3258	0.3703	201.8292583452377	4307143.547874005	abnormal
115	0.34240300669459345	0.12465254668598051	0.1270798261754688	0.3621344399639823	0.04373018047997494	-0.3925	1.502	5.1506	9.1658	2.393	260.9007234355932	7369825.66576239	abnormal
116	0.7183656157217588	0.17156793439841653	0.0697723738159197	0.03576982892690513	0.00452424713699986	0.2278	0.1864	-0.074	-1.278	-1.7152	69.1917481278575	1181042.0255743372	abnormal
117	0.17073281335026302	0.4979593687647379	0.13917105024487575	0.178033738436423	0.014103029203700344	-2.9399	10.5896	4.8099	3.158	-0.8266	280.3018381788022	7822680.832442029	abnormal
118	0.5738102105566774	0.2672627631958466	0.08826074415921546	0.06080184597634843	0.009864436111912317	0.6092	2.9967	0.9184	-0.5062	-1.3597	68.82367277323505	704671.278115765	abnormal
119	0.304266693564656	0.4599556183175308	0.1527133346782328	0.07837401654226347	0.0046903368973169254	-1.3191	8.4045	4.4125	-0.0209	-1.6292	430.53678342365225	18070610.53404282	abnormal
120	0.4945425903004389	0.27090131652976257	0.13418476426240578	0.08985034319792957	0.010520985709463263	-0.1669	3.1684	2.7258	0.1842	-1.2956	41.19919190905133	1542035.1576066029	abnormal
121	0.08801410528588392	0.32240653448958295	0.16699650966140117	0.3839372458709654	0.038645604692166526	-3.5302	8.5723	8.3562	11.2246	2.039	228.05053802238893	4675741.334727654	abnormal
122	0.9854101889500119	0.010523798134417603	0.003109303994259746	0.0009567089213106912	0.0	-2.5364	-2.9129	-2.0332	-1.9238	-1.9605	284.51183188379093	22570901.534784347	abnormal
123	0.6984214138641043	0.1628689087165408	0.09636238846945777	0.037336993822923804	0.005010295126973232	0.3588	0.0716	0.7181	-1.1684	-1.6867	81.74637575941036	1717948.657676483	abnormal
124	0.26276378488767876	0.3989533696392104	0.14337985023825736	0.17524676650782847	0.01965622872702519	-1.8709	8.7494	5.0445	3.7421	-0.4028	320.52198618335586	10849774.70978934	abnormal
125	0.9723461195361285	0.022524531668153436	0.0037912578055307763	0.0011150758251561106	0.00022301516503122216	-2.4208	-2.8369	-2.0267	-1.922	-1.9588	296.8495451632809	27740388.163368657	abnormal
126	0.8498539435248295	0.07224926971762415	0.04693281402142161	0.027069133398247316	0.0038948393378773123	-2.3818	-2.4991	-1.5858	-1.7354	-1.8947	218.48141804371707	17206257.8554256	abnormal
127	0.23929146537842189	0.47711065102369443	0.16710374971244535	0.10328962502875545	0.013204508856682768	-2.2655	10.1964	5.6492	1.3292	-0.9646	348.32517782379	14219601.94163981	abnormal
128	0.7674921676861106	0.14254811278532	0.06295688497687603	0.022900193943010592	0.004102640608682679	0.2515	-0.3536	-0.3611	-1.4906	-1.7615	42.700087001035484	1433896.88701014	abnormal
129	0.9022807342851844	0.037826812534767294	0.03634340812163916	0.020396810680511773	0.003152234377897274	-2.2092	-2.7002	-1.6774	-1.7846	-1.8976	161.9850647222955	8710486.893292628	abnormal
130	0.2829261903202567	0.2717925207937651	0.1344554325758072	0.26517781125155543	0.04564804505861549	-2.4314	2.4108	2.5132	3.3684	1.2698	335.39126279069876	21219123.495945595	abnormal
131	0.5659663865546217	0.3438775510204081	0.04339735894357743	0.0375750300120048	0.009183673469387754	0.0049	4.1411	-0.588	-0.9461	-1.3997	32.04778769139759	1658892.7424815877	abnormal
132	0.383559378101224	0.5782335428382402	0.019186238835593783	0.01521667217995369	0.0038041680449884224	-2.2762	5.6516	-1.5671	-1.6893	-1.7601	34.09321190885572	1731043.2955534137	abnormal
133	0.7972247460147022	0.17502271413232012	0.017923515321714708	0.007929297100850746	0.001899727430412158	1.159	-0.0387	-1.6192	-1.7969	-1.8651	55.24545626853457	1638321.3491600596	abnormal
134	0.7554432637289143	0.20338857100393848	0.025117039459017613	0.012484208961878577	0.003566916846251022	1.3298	0.611	-1.3582	-1.6927	-1.7611	55.30033676774499	1497372.4069878391	abnormal
135	0.8192929810436945	0.11790968308570592	0.03483861523823465	0.021298397130937567	0.006660323501427212	1.3006	-0.8825	-1.0645	-1.499	-1.5888	50.785054847861076	1861319.3207065095	abnormal
136	0.644768133174792	0.2035077288941736	0.08608799048751488	0.05558858501783591	0.01004756242568371	0.7483	1.566	0.9699	-0.6164	-1.3354	48.485923312881	1643847.4514278113	abnormal
137	0.49893914014517027	0.3041317699609157	0.12814070351758794	0.061585706309324396	0.007202680067001675	-0.4418	4.4269	2.6935	-0.4398	-1.4909	118.05858611384217	2557498.1094753374	abnormal
138	0.7826271186440678	0.1086864406779661	0.045021186440677964	0.051165254237288134	0.012499999999999999	-1.021	-1.6361	-1.1838	-1.1758	-1.5351	31.477217059448655	268075.6685626863	abnormal
139	0.6441921150997955	0.2718104238662811	0.05028563368361662	0.02708230481698286	0.006629522533323931	-0.144	2.0068	-0.6116	-1.3652	-1.5815	28.030562101859633	137811.8981522427	abnormal
140	0.8627411975333201	0.10950865327232943	0.016510841456136863	0.009051123930773824	0.0021881838074398253	-0.102	-1.4241	-1.7184	-1.8	-1.8724	52.917552443015985	798328.4153428259	abnormal
141	0.8206274019125928	0.14737688801501475	0.01769595138082045	0.011082312985968361	0.003217445705603718	0.1636	-0.7607	-1.6497	-1.7493	-1.8202	52.10779515019268	619559.4252261546	abnormal
142	0.8622509254154526	0.09025754115145311	0.027408049145467434	0.015042923525242185	0.005040560762384816	0.717	-1.4744	-1.361	-1.6331	-1.7006	58.418246492785585	791985.9973278447	abnormal
143	0.7407682040634732	0.14852439566958328	0.06332492955657719	0.03685303277472935	0.010529437935636958	-0.0218	-0.3871	-0.2909	-1.2138	-1.4391	47.15893306269883	425027.04670593905	abnormal
144	0.5718183368385152	0.21627920195532313	0.13522423691240834	0.07292673222304324	0.0037514920707099413	-0.0903	2.0869	2.842	-0.3505	-1.7497	126.27048055916117	3137637.7694848278	abnormal
145	0.8624454148471614	0.07177947598253274	0.029748908296943228	0.028384279475982526	0.007641921397379911	-1.5359	-2.2818	-1.6072	-1.5962	-1.7531	36.52379623189885	280441.0067191982	abnormal
146	0.7044241037376049	0.18678489702517162	0.06798245614035088	0.036231884057971016	0.004576659038901602	-1.1229	-0.4583	-0.5075	-1.4461	-1.7715	30.468604608147317	174234.0268325685	abnormal
147	0.9320094244362168	0.04656120273757433	0.01559519802535622	0.005048805116122518	0.0007853696847301694	-0.7627	-2.3896	-1.7812	-1.8714	-1.9349	74.35172521826819	1643107.7141273625	abnormal
148	0.8637259194395798	0.11482049036777583	0.0148861646234676	0.005144483362521892	0.0014229422066549913	-0.4574	-1.5469	-1.7849	-1.8584	-1.912	78.30225270601335	2076871.248831405	abnormal
149	0.8693287882477071	0.09763817871925981	0.023455888320753186	0.007953899845791737	0.0016232448664881098	1.0393	-1.4345	-1.4928	-1.789	-1.8813	86.12482610507513	2328529.5482119196	abnormal
150	0.7272606117145332	0.1664556540281202	0.062037715732658094	0.03651629239688146	0.007729726127807023	0.4414	0.3148	-0.1478	-1.1787	-1.5349	52.99306845142857	554110.9713632994	abnormal
151	0.44417337139891	0.3869192836750584	0.11985465870750066	0.04708019724889697	0.0019724889696340515	-0.5356	6.661	2.588	-0.8589	-1.8521	176.10278339688918	4204539.4970236225	abnormal
152	0.6369897112512446	0.2538167938931298	0.048207766345834714	0.038499834052439424	0.022485894457351475	-0.7266	0.9124	-0.8253	-1.2591	-0.424	7.677516166337229	2184412.043599054	abnormal
153	0.46542383683875077	0.23799660080730825	0.1586998087954111	0.11790949649458253	0.019970257063947314	-0.3758	2.8346	4.4745	0.5481	0.3573	7.628891834238863	2127233.404643014	abnormal
154	0.6325521393248764	0.24912205260517453	0.08335125062710529	0.02873933921020569	0.006235218232638142	0.816	1.723	0.3719	-1.4684	-1.4297	14.57687753155254	2171341.077012372	abnormal
155	0.6361395112754695	0.27191646726125734	0.059531578565731276	0.018852875063447176	0.013559567834094701	0.6144	2.0363	-0.3414	-1.5291	-0.9832	13.168461538906502	2178693.374169581	abnormal
156	0.8689734922611634	0.0918875644903042	0.020814801636719445	0.012186443693293008	0.006137697918519836	0.4545	-1.6234	-1.5851	-1.6997	-1.6269	25.74798969407765	2145059.3917667125	abnormal
157	0.6879361245303274	0.20920558239398818	0.054414922168545356	0.03884863123993559	0.009594739667203435	1.3054	1.1523	-0.3803	-1.0816	-1.2942	17.748016687129134	2150278.7580214217	abnormal
158	0.49129927451676736	0.2583329105575567	0.15367053929278068	0.09324742529552027	0.0034498503373750697	0.1173	3.6778	4.1803	0.2535	-1.719	39.17386850258306	2129119.3792228517	abnormal
159	0.8037878787878788	0.15492424242424244	0.021742424242424244	0.016060606060606063	0.003484848484848485	0.703	-0.3578	-1.473	-1.6201	-1.7763	40.75451036764667	1734875.2365778943	abnormal
160	0.76890756302521	0.2068577430972389	0.01245498199279712	0.010129051620648259	0.0016506602641056423	0.9268	0.6237	-1.7197	-1.7555	-1.87	54.00808912463825	1550423.583687008	abnormal
161	0.7652005174644244	0.160009702457956	0.04107373868046572	0.028056274256144893	0.0056597671410090564	0.1201	-0.5052	-1.0214	-1.435	-1.7078	34.2910998793529	241065.03305586815	abnormal
162	0.8160030052592036	0.1147257700976709	0.03711495116453794	0.027798647633358372	0.00435762584522915	0.6596	-0.9983	-1.0004	-1.4014	-1.7479	37.74309273290033	292511.3274820969	abnormal
163	0.8710714285714286	0.08416666666666667	0.019761904761904762	0.02130952380952381	0.0036904761904761906	-1.0394	-2.0615	-1.6999	-1.6516	-1.8524	43.30244369098792	648321.8326867226	abnormal
164	0.5869880076472974	0.28410868431724695	0.06731939053357279	0.056949191819709165	0.004634725682173686	0.5059	3.0864	0.3693	-0.6347	-1.6763	30.93393840940754	155744.21768046386	abnormal
165	0.6526413489055611	0.16459122902003248	0.083842524557197	0.08268234202181143	0.016242555495397944	-0.6043	-0.3402	0.4025	-0.4756	-0.7315	7.668085856897839	2141960.4845069833	abnormal
166	0.5693468494413086	0.16109895173367125	0.12452482432899437	0.1337403524939523	0.011289022002073493	0.2475	0.7343	2.7393	0.883	-0.8331	9.183698194999812	2138330.999377191	abnormal
167	0.8409522003034902	0.10830804248861911	0.030254172989377843	0.015743550834597875	0.004742033383915023	-0.2877	-1.5253	-1.3926	-1.6724	-1.7517	32.828636371081544	1726214.7630306701	abnormal
168	0.5383766281551254	0.3960556332327617	0.030907351534329233	0.02928839502538818	0.005371992052395319	-0.9541	3.6983	-1.1654	-1.3904	-1.6315	27.259903535221067	1684355.7616209912	abnormal
169	0.8584355179704016	0.11822410147991545	0.015052854122621567	0.006596194503171247	0.0016913319238900635	0.2127	-1.1408	-1.7009	-1.8233	-1.8718	44.69898023122856	1860214.8764991593	abnormal
170	0.9013443640124095	0.07621509824198552	0.012202688728024817	0.00796277145811789	0.002275077559462254	-0.5843	-2.0247	-1.8142	-1.8147	-1.8655	45.71958809338036	1604999.8481547737	abnormal
171	0.899511950944813	0.0660743336253285	0.019396821424102116	0.011638092854461268	0.0033788011512952076	-1.1419	-2.2821	-1.7327	-1.7943	-1.8492	51.32824020866781	1793032.334581164	abnormal
172	0.7967753060872563	0.11355406104500776	0.04862907397827211	0.033022934988791164	0.008018623900672529	-0.125	-1.251	-0.8668	-1.3613	-1.6023	29.2451268450406	175926.55751997544	abnormal
173	0.7255548231157988	0.17314875851461217	0.05163700285651505	0.04336043360433604	0.006298981908738006	0.192	0.0939	-0.5465	-1.1631	-1.6069	25.541706274712592	126940.78847622892	abnormal
174	0.8254545454545454	0.12840909090909094	0.03272727272727273	0.01075757575757576	0.0026515151515151517	0.7884	-0.6553	-1.2103	-1.7241	-1.8182	38.035145635495795	348964.57622782397	abnormal
175	0.9330103969754253	0.046668241965973536	0.010987712665406428	0.007325141776937619	0.002008506616257089	-0.9188	-2.4393	-1.8731	-1.8348	-1.8961	57.03219465030087	1082430.7637894521	abnormal
176	0.8617244356728753	0.1015172073516714	0.02170963364993216	0.012088318736894043	0.002960404588627112	-1.1215	-1.9558	-1.6801	-1.7832	-1.8711	58.30938675909346	1274728.6523373765	abnormal
177	0.9111160123511249	0.05359505955006617	0.018085575650639615	0.014446404940449936	0.0027569475077194533	-0.889	-2.3489	-1.7213	-1.727	-1.8734	46.53489759727319	514314.896941212	abnormal
178	0.4452664881966416	0.30518374300316387	0.1597955706984668	0.08537357021173037	0.004380627889997567	-0.1372	5.0754	5.2831	0.1384	-1.6116	26.16624736575154	94687.51061056604	abnormal
179	0.77732229870833	0.14564158094206822	0.058550545285791636	0.01639724650011602	0.0020883285636940216	0.549	-0.4541	-0.5676	-1.6524	-1.8526	41.01887559370216	330834.89622798475	abnormal
180	0.9704291990537345	0.021122000675904022	0.005069280162216965	0.002703616086515715	0.0006759040216289287	-1.8797	-2.8083	-1.997	-1.905	-1.9484	108.2884496215443	5731978.773207523	abnormal
181	0.9653001071811361	0.024383708467309754	0.0058949624866023575	0.003483386923901393	0.000937834941050375	-1.3227	-2.7411	-1.9658	-1.8894	-1.9375	108.26389389678587	4423005.167021466	abnormal
182	0.6366927403193483	0.17350830693645355	0.08281078285603463	0.08035425690089856	0.02663391298726485	0.1021	0.4689	0.7919	-0.2167	0.4862	6.747392132287428	2129499.1307789455	abnormal
183	0.3680683373448488	0.2577280664495729	0.21586672329982537	0.14413138892821747	0.014205483977535512	-0.5442	4.1611	8.2368	1.6271	-0.1497	8.863188548807498	2138752.258248476	abnormal
184	0.5879178046560022	0.2724021329171544	0.10007803355442842	0.03316426063207179	0.0064377682403433485	0.8873	2.7821	1.0253	-1.2658	-1.379	13.68996299775152	2143520.95843615	abnormal
185	0.9082008900190718	0.06929434202161475	0.010680228862047041	0.005975842339478702	0.005848696757787666	-1.1587	-2.2635	-1.878	-1.8616	-1.677	15.183969695820599	2093200.448342608	abnormal
186	0.9253968253968252	0.04261294261294261	0.01294261294261294	0.010500610500610498	0.008547008547008546	-1.0649	-2.5436	-1.811	-1.8081	-1.5365	11.924619016759053	2128623.6637084614	abnormal
187	0.796921893035783	0.15921508272412466	0.03008849557522124	0.010850327048864947	0.0029242016160061558	0.3228	-0.2632	-1.3043	-1.7219	-1.8004	42.445052418590656	1739324.3178599696	abnormal
188	0.5481756175087742	0.33256075756572406	0.05555923448778226	0.05204953314350042	0.011654857294218925	-0.0448	3.4671	-0.2662	-0.7221	-1.1448	18.998391327856016	1765609.8342632067	abnormal
189	0.8381776123906265	0.08709644976365281	0.04304535854369908	0.02484159710348989	0.006838982198531629	-0.5877	-1.7997	-1.1837	-1.531	-1.6997	33.145593274836344	350839.98004921747	abnormal
190	0.7202797202797202	0.1845707484005356	0.04902544264246392	0.03898229430144324	0.007141794375836928	0.1262	0.2633	-0.674	-1.1623	-1.5563	23.84253254378578	130440.86917091219	abnormal
191	0.8631968485137878	0.0771159126178823	0.031872985555688196	0.02315864868091202	0.004655604631729736	-1.1318	-2.103	-1.4883	-1.6299	-1.8173	40.776304885187805	460261.867004155	abnormal
192	0.6280518819938963	0.25610376398779244	0.07044760935910478	0.04151831129196338	0.0038784333672431336	0.5842	2.2756	0.2532	-1.0498	-1.7249	31.05608981947443	169939.92246308294	abnormal
193	0.6890311566367905	0.13307725138711055	0.07110542040119505	0.08604353393085788	0.020742637644046096	-0.6315	-0.9801	-0.2039	-0.539	-0.537	8.52947028654695	2110911.8297986076	abnormal
194	0.3442378824998799	0.35379737714368065	0.15492145842340393	0.1297016861219196	0.017341595811115915	-1.0779	6.3293	4.95	1.5393	0.23	8.92977663548581	2098983.836740765	abnormal
195	0.7848173515981735	0.14183789954337897	0.03645833333333333	0.03260559360730593	0.004280821917808219	1.0232	-0.2691	-0.9596	-1.3825	-1.7389	40.64278866128994	1843027.6781675688	abnormal
196	0.7062324243018769	0.14681838990255705	0.05918514158655418	0.07579621999869204	0.011967824210319795	0.511	-0.0848	-0.0929	-0.2758	-1.2829	24.661274702274827	115723.73278121473	abnormal
197	0.8805217060167554	0.06502284843869001	0.022182025894897178	0.02703731911652703	0.005236100533130235	-0.3934	-2.0876	-1.5412	-1.5204	-1.7608	35.96386824907272	278392.10030777927	abnormal
198	0.7140230198188381	0.10719880133487708	0.06878703262276102	0.08724375127698698	0.02274739494653681	0.48	-0.9224	0.0969	-0.1284	-0.1305	6.867859123711315	2112431.604858859	abnormal
199	0.7951406649616368	0.16572890025575446	0.022421142369991473	0.012958226768968456	0.003751065643648764	-0.2742	-0.5187	-1.5097	-1.7033	-1.7848	49.784947668667726	767317.6770749736	abnormal
200	0.8382471728594508	0.11934571890145397	0.02079967689822294	0.017467689822294023	0.004139741518578353	-0.7234	-1.4447	-1.6355	-1.6877	-1.8024	52.09874203753082	839933.5229438149	abnormal
201	0.7602409638554217	0.16006884681583478	0.04259896729776248	0.024268502581755596	0.012822719449225474	-0.4851	-0.4582	-1.0644	-1.4816	-1.359	30.76377910138712	439673.5213330544	abnormal
202	0.8109865919551731	0.13888332999799882	0.027716629977986792	0.016309785871522913	0.006103662197318392	-0.8517	-1.1129	-1.4921	-1.6799	-1.7173	40.940126694168924	545831.7171852578	abnormal
203	0.8468177937968321	0.1203642227070094	0.016598691074646687	0.011476809257327136	0.004742483164184767	-0.5419	-1.3437	-1.7025	-1.7325	-1.7708	47.65470140866233	617621.0802902245	abnormal
204	0.8442560591240083	0.10716226497119877	0.02662754048472992	0.015759156613411585	0.006194978806651451	-0.9888	-1.7065	-1.5516	-1.6968	-1.7458	45.60701733082202	716359.4779086249	abnormal
205	0.8019486975541856	0.12865380791409822	0.033008550407635714	0.02415987273811891	0.012229071385961424	-0.8022	-1.282	-1.3543	-1.5353	-1.4806	32.02169244215607	449828.7347901357	abnormal
206	0.8010496183206108	0.13816793893129775	0.02881679389312978	0.0217557251908397	0.010209923664122138	-0.7437	-1.0979	-1.4472	-1.5802	-1.5183	33.91572497005677	496974.90807481477	abnormal
